DATE_TIME,STOP_ID,ROUTE_ID,DELAY_MINUTES
2022-10-30 22:00:00,STOP15,ROUTE16,-3.401073111361515
2022-02-05 20:00:00,STOP15,ROUTE13,-2.116802781373783
2022-08-13 14:00:00,STOP6,ROUTE8,1.813123457177421
2022-08-05 07:00:00,STOP27,ROUTE9,-3.4472226875467085
2022-08-27 22:00:00,STOP15,ROUTE11,-0.0595919498641196
2022-09-19 01:00:00,STOP50,ROUTE11,-1.0257133628389599
2022-01-20 10:00:00,STOP36,ROUTE16,10.022325319698712
2022-07-04 10:00:00,STOP8,ROUTE10,-4.024878296250543
2022-08-21 10:00:00,STOP15,ROUTE12,-8.41522278280824
2022-12-13 18:00:00,STOP3,ROUTE6,5.595001162700522
2022-03-12 05:00:00,STOP47,ROUTE12,-3.5697828330574346
2022-02-02 01:00:00,STOP13,ROUTE10,-0.45831645425122725
2022-10-17 13:00:00,STOP41,ROUTE18,-3.230877250631866
2022-04-12 09:00:00,STOP34,ROUTE18,3.6858804902559648
2022-08-10 07:00:00,STOP24,ROUTE4,-6.871372777773649
2022-07-30 11:00:00,STOP40,ROUTE9,-13.995959234479876
2022-09-25 12:00:00,STOP32,ROUTE7,6.4785814423664725
2022-02-19 08:00:00,STOP32,ROUTE18,1.2373540541157872
2022-07-09 19:00:00,STOP30,ROUTE8,5.363222085786223
2022-05-22 01:00:00,STOP49,ROUTE11,6.311059864464537
2022-09-24 12:00:00,STOP13,ROUTE7,-4.582331068961637
2022-12-28 02:00:00,STOP1,ROUTE9,0.30332498948365944
2022-04-17 14:00:00,STOP34,ROUTE8,2.5269423954777674
2022-11-24 01:00:00,STOP15,ROUTE3,-0.5414603609823627
2022-03-27 07:00:00,STOP44,ROUTE17,-1.5607560866789587
2022-04-25 11:00:00,STOP14,ROUTE2,-1.0682559343074778
2022-01-08 21:00:00,STOP29,ROUTE15,5.417714356526915
2022-04-24 22:00:00,STOP34,ROUTE14,-1.2950609754377624
2022-05-06 05:00:00,STOP18,ROUTE18,3.001147338017382
2022-07-14 02:00:00,STOP7,ROUTE16,1.7344640184104676
2022-03-21 03:00:00,STOP29,ROUTE20,-4.82091502585055
2022-11-19 06:00:00,STOP31,ROUTE4,1.5098474475706303
2022-02-22 19:00:00,STOP25,ROUTE20,-7.69335536466297
2022-03-05 16:00:00,STOP38,ROUTE6,2.0071661847218896
2022-05-29 04:00:00,STOP14,ROUTE6,4.455585931287501
2022-06-12 02:00:00,STOP8,ROUTE11,5.60707014548461
2022-08-13 17:00:00,STOP27,ROUTE17,-4.763450703146263
2022-12-18 09:00:00,STOP2,ROUTE3,-2.6807703569842793
2022-11-10 01:00:00,STOP17,ROUTE13,1.420326035322613
2022-04-19 20:00:00,STOP37,ROUTE3,-2.3796240576772236
2022-10-21 09:00:00,STOP14,ROUTE16,-9.644384913980042
2022-09-17 19:00:00,STOP25,ROUTE15,-2.7084823687822315
2022-08-17 14:00:00,STOP30,ROUTE11,1.401008191203137
2022-10-23 19:00:00,STOP29,ROUTE18,5.337641573202411
2022-02-02 07:00:00,STOP20,ROUTE15,8.446042476131066
2022-12-09 18:00:00,STOP21,ROUTE5,0.6247391714503837
2022-05-12 08:00:00,STOP22,ROUTE16,2.832472431988957
2022-03-08 01:00:00,STOP35,ROUTE16,4.803919956568956
2022-06-14 07:00:00,STOP37,ROUTE17,-10.252797453083755
2022-11-11 19:00:00,STOP16,ROUTE9,-5.09608045754767
2022-05-09 01:00:00,STOP50,ROUTE3,0.5128110178625891
2022-02-12 13:00:00,STOP49,ROUTE20,7.779724341098905
2022-06-10 03:00:00,STOP43,ROUTE13,3.1488036593682582
2022-11-29 21:00:00,STOP17,ROUTE3,1.6484980229450792
2022-10-14 09:00:00,STOP16,ROUTE7,-1.1405601927244997
2022-08-25 11:00:00,STOP2,ROUTE6,2.1339706531175335
2022-01-07 17:00:00,STOP4,ROUTE9,-2.9822030076609596
2022-06-29 01:00:00,STOP21,ROUTE12,-3.8991463976599654
2022-02-11 11:00:00,STOP39,ROUTE15,-3.4646849929599073
2022-11-14 21:00:00,STOP34,ROUTE20,6.702407555864724
2022-02-12 08:00:00,STOP30,ROUTE3,-4.201260353976395
2022-11-24 21:00:00,STOP6,ROUTE10,-1.9938854391556
2022-09-26 07:00:00,STOP17,ROUTE1,2.355056159127792
2022-11-25 20:00:00,STOP39,ROUTE19,-4.400924262596107
2022-10-13 23:00:00,STOP25,ROUTE19,1.1308195616209702
2022-11-26 20:00:00,STOP5,ROUTE13,1.129020967034082
2022-12-22 09:00:00,STOP5,ROUTE12,-3.122270543799443
2022-02-06 14:00:00,STOP20,ROUTE1,-1.293901101686107
2022-07-23 15:00:00,STOP16,ROUTE19,-4.717881449641648
2022-07-22 11:00:00,STOP41,ROUTE16,6.913830017713224
